device_id,device_type,operating_system,ip_address,location
DEV_11227,LAPTOP,Windows 10,44.209.151.214,Nottingham
DEV_11228,TABLET,iPadOS 16,33.23.245.251,London
DEV_11229,TABLET,Android 13 Tablet,61.254.129.148,Leicester
DEV_11230,TABLET,Android 13 Tablet,167.234.41.115,Edinburgh
DEV_11231,MOBILE,iOS 16.5,101.86.253.31,Edinburgh
DEV_11232,LAPTOP,Windows 10,135.221.84.100,Birmingham
DEV_11233,MOBILE,iOS 17.4,162.252.204.190,Birmingham
DEV_11234,MOBILE,iOS 17.4,83.133.119.251,Newcastle
DEV_11235,MOBILE,Android 13,152.119.54.12,Manchester
DEV_11236,LAPTOP,Windows 10,113.97.20.29,Glasgow
DEV_11237,MOBILE,iOS 16.5,111.174.116.86,Leicester
DEV_11238,TABLET,Android 13 Tablet,124.228.221.219,Newcastle
DEV_11239,MOBILE,iOS 16.5,47.160.67.177,Nottingham
DEV_11240,LAPTOP,Ubuntu 22.04,91.97.244.193,Bristol
DEV_11241,TABLET,Android 13 Tablet,91.11.187.178,Liverpool
DEV_11242,TABLET,iPadOS 17,171.112.144.8,Manchester
DEV_11243,LAPTOP,Windows 10,42.72.52.165,Edinburgh
DEV_11244,TABLET,Android 13 Tablet,66.230.166.118,Liverpool
DEV_11245,MOBILE,iOS 17.4,150.7.239.72,Belfast
DEV_11246,TABLET,iPadOS 17,65.118.137.174,Nottingham
DEV_11247,TABLET,iPadOS 16,109.61.246.26,Coventry
DEV_11248,LAPTOP,Windows 11,121.49.2.111,Coventry
DEV_11249,MOBILE,Android 13,102.222.201.25,Cardiff
DEV_11250,TABLET,iPadOS 16,64.198.127.220,Sheffield
DEV_11251,TABLET,iPadOS 16,166.194.189.110,Leeds
DEV_11252,MOBILE,Android 13,32.244.146.68,Liverpool
DEV_11253,LAPTOP,Windows 11,141.158.22.252,Cardiff
DEV_11254,MOBILE,Android 13,175.108.129.81,Birmingham
DEV_11255,MOBILE,iOS 16.5,44.184.169.150,Liverpool
DEV_11256,TABLET,Android 13 Tablet,142.37.105.30,Nottingham
DEV_11257,LAPTOP,macOS Sonoma,81.108.242.26,Coventry
DEV_11258,MOBILE,iOS 17.4,35.92.103.196,Nottingham
DEV_11259,TABLET,iPadOS 16,54.180.58.66,Bristol
DEV_11260,TABLET,iPadOS 16,76.159.151.49,Glasgow
DEV_11261,TABLET,iPadOS 16,157.181.240.141,Cardiff
DEV_11262,MOBILE,Android 13,57.245.109.55,Glasgow
DEV_11263,MOBILE,Android 14,71.44.96.171,Glasgow
DEV_11264,LAPTOP,Windows 10,167.84.148.20,Liverpool
DEV_11265,MOBILE,iOS 16.5,102.144.195.243,Glasgow
DEV_11266,MOBILE,Android 14,53.99.27.245,Liverpool
DEV_11267,TABLET,iPadOS 16,162.253.86.134,Leicester
DEV_11268,LAPTOP,Windows 11,43.214.113.52,Edinburgh
DEV_11269,TABLET,iPadOS 16,65.222.179.217,Coventry
DEV_11270,MOBILE,Android 14,167.101.107.42,Sheffield
DEV_11271,MOBILE,iOS 16.5,160.138.57.224,Coventry
DEV_11272,TABLET,iPadOS 16,116.249.100.232,Manchester
DEV_11273,MOBILE,Android 14,91.104.63.158,Newcastle
DEV_11274,MOBILE,Android 14,50.233.14.103,Nottingham
DEV_11275,LAPTOP,macOS Ventura,53.206.129.142,Nottingham
DEV_11276,MOBILE,Android 13,193.11.151.251,Belfast
DEV_11277,MOBILE,Android 14,77.166.153.73,Cardiff
DEV_11278,LAPTOP,Ubuntu 22.04,175.158.220.95,Nottingham
DEV_11279,MOBILE,iOS 17.4,32.242.83.140,Coventry
DEV_11280,TABLET,iPadOS 17,32.72.105.245,Newcastle
DEV_11281,LAPTOP,macOS Ventura,77.180.71.207,Manchester
DEV_11282,LAPTOP,Ubuntu 22.04,187.218.230.78,Manchester
DEV_11283,MOBILE,Android 14,79.173.108.31,Liverpool
DEV_11284,LAPTOP,macOS Sonoma,175.201.11.137,Coventry
DEV_11285,TABLET,Android 13 Tablet,146.250.204.89,Leicester
DEV_11286,LAPTOP,Windows 10,53.180.175.24,Birmingham
DEV_11287,MOBILE,iOS 17.4,65.12.238.9,Manchester
DEV_11288,MOBILE,iOS 17.4,52.160.239.117,Liverpool
DEV_11289,TABLET,iPadOS 16,79.53.194.155,Coventry
DEV_11290,TABLET,iPadOS 17,93.109.167.30,Cardiff
DEV_11291,TABLET,iPadOS 17,163.139.102.40,Leicester
DEV_11292,TABLET,Android 13 Tablet,136.110.16.152,Edinburgh
DEV_11293,TABLET,iPadOS 17,110.8.131.70,Newcastle
DEV_11294,LAPTOP,Ubuntu 22.04,85.74.88.248,Belfast
DEV_11295,MOBILE,Android 14,146.143.253.67,Manchester
DEV_11296,LAPTOP,macOS Ventura,138.167.63.249,Leicester
DEV_11297,LAPTOP,Ubuntu 22.04,100.187.227.135,Sheffield
DEV_11298,MOBILE,Android 13,108.32.211.194,Birmingham
DEV_11299,TABLET,iPadOS 16,117.117.245.115,Cardiff
DEV_11300,TABLET,Android 13 Tablet,167.235.154.50,Sheffield
DEV_11301,TABLET,Android 13 Tablet,75.31.171.248,Edinburgh
DEV_11302,TABLET,Android 13 Tablet,143.32.124.31,Birmingham
DEV_11303,TABLET,Android 13 Tablet,151.215.222.202,Edinburgh
DEV_11304,LAPTOP,Windows 10,40.108.105.107,Cardiff
DEV_11305,TABLET,Android 13 Tablet,139.130.82.101,Newcastle
DEV_11306,MOBILE,iOS 16.5,182.132.40.134,London
DEV_11307,MOBILE,Android 13,97.162.179.120,Leicester
DEV_11308,LAPTOP,macOS Sonoma,63.15.41.241,Cardiff
DEV_11309,MOBILE,Android 14,75.101.79.96,London
DEV_11310,LAPTOP,Ubuntu 22.04,152.186.158.254,Nottingham
DEV_11311,TABLET,iPadOS 16,143.55.54.74,Leicester
DEV_11312,MOBILE,Android 14,46.252.83.193,Cardiff
DEV_11313,LAPTOP,macOS Ventura,72.98.47.220,Newcastle
DEV_11314,TABLET,iPadOS 16,83.42.147.233,Edinburgh
DEV_11315,MOBILE,iOS 16.5,156.195.137.75,Glasgow
DEV_11316,LAPTOP,Windows 10,66.137.147.105,Belfast
DEV_11317,MOBILE,Android 13,54.95.122.13,Belfast
DEV_11318,LAPTOP,Ubuntu 22.04,151.19.225.36,Cardiff
DEV_11319,LAPTOP,macOS Ventura,149.31.97.30,Leeds
DEV_11320,TABLET,iPadOS 17,56.89.125.166,Birmingham
DEV_11321,LAPTOP,Windows 10,193.118.52.225,Cardiff
DEV_11322,LAPTOP,Windows 11,156.99.51.180,Liverpool
DEV_11323,TABLET,iPadOS 17,91.204.193.90,Manchester
DEV_11324,MOBILE,Android 14,86.118.231.103,Edinburgh
DEV_11325,TABLET,Android 13 Tablet,68.215.2.59,Cardiff
DEV_11326,LAPTOP,macOS Sonoma,152.12.164.179,Edinburgh
DEV_11327,MOBILE,iOS 17.4,105.219.195.161,Nottingham
DEV_11328,MOBILE,iOS 16.5,179.59.217.133,Liverpool
DEV_11329,TABLET,iPadOS 16,99.5.110.110,Edinburgh
DEV_11330,TABLET,iPadOS 16,152.227.5.234,Manchester
DEV_11331,TABLET,Android 13 Tablet,108.161.211.188,Edinburgh
DEV_11332,LAPTOP,Windows 10,147.251.38.234,Liverpool
DEV_11333,MOBILE,iOS 16.5,66.173.194.76,Belfast
DEV_11334,MOBILE,Android 14,182.147.231.195,Glasgow
DEV_11335,MOBILE,Android 14,156.150.180.16,Glasgow
DEV_11336,TABLET,iPadOS 16,130.144.96.48,Glasgow
DEV_11337,TABLET,Android 13 Tablet,172.176.82.170,Belfast
DEV_11338,LAPTOP,macOS Sonoma,71.161.197.92,Cardiff
DEV_11339,LAPTOP,macOS Sonoma,46.55.195.108,Birmingham
DEV_11340,MOBILE,Android 14,94.228.27.30,Nottingham
DEV_11341,LAPTOP,Ubuntu 22.04,34.129.74.97,Edinburgh
DEV_11342,MOBILE,iOS 16.5,49.231.107.59,Leeds
DEV_11343,LAPTOP,macOS Ventura,94.233.125.254,Manchester
DEV_11344,TABLET,Android 13 Tablet,167.107.23.192,Nottingham
DEV_11345,MOBILE,Android 13,183.16.126.164,Birmingham
DEV_11346,MOBILE,Android 13,51.120.74.208,Sheffield
DEV_11347,TABLET,iPadOS 16,110.204.239.137,Birmingham
DEV_11348,TABLET,Android 13 Tablet,194.117.196.196,Sheffield
DEV_11349,TABLET,Android 13 Tablet,87.193.26.73,Nottingham
DEV_11350,TABLET,Android 13 Tablet,119.54.120.98,Edinburgh
DEV_11351,LAPTOP,Ubuntu 22.04,44.126.232.211,Manchester
DEV_11352,LAPTOP,Windows 10,75.96.71.231,London
DEV_11353,TABLET,Android 13 Tablet,124.197.10.211,Bristol
DEV_11354,MOBILE,iOS 16.5,192.151.76.62,Nottingham
DEV_11355,MOBILE,Android 14,112.112.187.82,Leicester
DEV_11356,LAPTOP,Windows 10,31.113.104.218,Nottingham
DEV_11357,TABLET,Android 13 Tablet,53.121.45.217,Bristol
DEV_11358,MOBILE,Android 14,132.137.55.243,Glasgow
DEV_11359,MOBILE,iOS 17.4,183.204.174.153,Bristol
DEV_11360,MOBILE,Android 13,181.144.162.220,Belfast
DEV_11361,MOBILE,Android 13,159.123.8.163,Nottingham
DEV_11362,LAPTOP,Ubuntu 22.04,73.102.163.157,Cardiff
DEV_11363,LAPTOP,Ubuntu 22.04,132.210.186.88,Sheffield
DEV_11364,LAPTOP,Ubuntu 22.04,70.225.100.27,Coventry
DEV_11365,MOBILE,iOS 16.5,187.229.232.148,London
DEV_11366,MOBILE,Android 13,48.14.194.49,Coventry
DEV_11367,MOBILE,Android 13,129.65.189.107,Glasgow
DEV_11368,LAPTOP,Windows 11,142.53.172.61,Leeds
DEV_11369,LAPTOP,Ubuntu 22.04,41.167.253.197,Edinburgh
DEV_11370,TABLET,iPadOS 17,94.72.227.96,Liverpool
DEV_11371,LAPTOP,macOS Sonoma,104.168.242.71,Leicester
DEV_11372,MOBILE,Android 13,122.248.35.144,Edinburgh
DEV_11373,TABLET,Android 13 Tablet,129.227.73.77,Liverpool
DEV_11374,LAPTOP,Windows 10,70.30.150.149,Sheffield
DEV_11375,TABLET,iPadOS 17,84.75.170.65,Glasgow
DEV_11376,MOBILE,iOS 17.4,119.68.46.109,Belfast
DEV_11377,TABLET,iPadOS 16,126.80.74.30,Cardiff
DEV_11378,LAPTOP,macOS Ventura,46.14.84.150,Newcastle
DEV_11379,MOBILE,Android 14,70.120.195.85,Glasgow
DEV_11380,MOBILE,Android 13,69.164.77.42,Birmingham
DEV_11381,MOBILE,Android 14,139.132.149.9,Leeds
DEV_11382,MOBILE,iOS 17.4,49.65.57.163,Leicester
DEV_11383,MOBILE,Android 13,152.222.171.182,Leicester
DEV_11384,TABLET,iPadOS 17,165.118.195.94,Glasgow
DEV_11385,LAPTOP,Windows 10,50.136.160.129,Cardiff
DEV_11386,LAPTOP,Windows 11,166.216.237.168,Sheffield
DEV_11387,TABLET,iPadOS 16,192.181.254.76,Cardiff
DEV_11388,TABLET,iPadOS 16,93.74.55.236,London
DEV_11389,TABLET,Android 13 Tablet,105.51.193.4,Leeds
DEV_11390,MOBILE,iOS 16.5,91.168.98.28,Nottingham
DEV_11391,TABLET,Android 13 Tablet,114.117.141.137,Edinburgh
DEV_11392,LAPTOP,Windows 10,86.239.53.174,Glasgow
DEV_11393,MOBILE,iOS 16.5,155.227.52.106,Belfast
DEV_11394,LAPTOP,macOS Ventura,187.131.91.7,Nottingham
DEV_11395,LAPTOP,macOS Ventura,151.183.158.131,Newcastle
DEV_11396,LAPTOP,Windows 10,69.75.67.145,Birmingham
DEV_11397,LAPTOP,macOS Ventura,98.225.197.238,Bristol
DEV_11398,TABLET,iPadOS 16,75.33.16.102,Bristol
DEV_11399,LAPTOP,Ubuntu 22.04,97.63.49.62,Birmingham
DEV_11400,MOBILE,Android 14,95.231.102.2,Liverpool
DEV_11401,MOBILE,Android 14,98.197.106.228,Belfast
DEV_11402,MOBILE,Android 14,111.64.55.74,Birmingham
DEV_11403,TABLET,iPadOS 16,148.102.9.149,Edinburgh
DEV_11404,LAPTOP,macOS Ventura,91.60.125.71,Manchester
DEV_11405,TABLET,Android 13 Tablet,95.162.186.31,Nottingham
DEV_11406,TABLET,iPadOS 16,173.94.107.188,Edinburgh
DEV_11407,MOBILE,iOS 16.5,183.145.158.159,London
DEV_11408,TABLET,iPadOS 17,105.232.208.134,Sheffield
DEV_11409,MOBILE,Android 13,152.3.157.109,Newcastle
DEV_11410,MOBILE,iOS 17.4,155.148.54.62,Leicester
DEV_11411,MOBILE,iOS 17.4,139.106.185.107,Liverpool
DEV_11412,MOBILE,iOS 17.4,87.142.34.76,Newcastle
DEV_11413,MOBILE,iOS 17.4,141.3.82.150,Liverpool
DEV_11414,TABLET,Android 13 Tablet,162.156.27.127,Liverpool
DEV_11415,LAPTOP,Windows 11,182.57.113.211,Sheffield
DEV_11416,LAPTOP,Ubuntu 22.04,81.80.44.171,Glasgow
DEV_11417,MOBILE,iOS 17.4,177.223.158.44,Cardiff
DEV_11418,TABLET,Android 13 Tablet,67.31.23.66,Newcastle
DEV_11419,MOBILE,iOS 17.4,162.99.34.25,Nottingham
DEV_11420,MOBILE,iOS 16.5,151.220.75.91,Sheffield
DEV_11421,TABLET,iPadOS 16,181.28.196.85,Nottingham
DEV_11422,MOBILE,Android 13,92.189.58.70,Leicester
DEV_11423,TABLET,iPadOS 17,194.186.30.127,Nottingham
DEV_11424,TABLET,iPadOS 17,85.183.48.153,Sheffield
DEV_11425,LAPTOP,macOS Sonoma,78.230.5.137,London
DEV_11426,LAPTOP,Ubuntu 22.04,108.84.204.147,Leicester
DEV_11427,MOBILE,Android 13,64.159.117.228,Bristol
DEV_11428,LAPTOP,Windows 10,189.113.187.106,Edinburgh
DEV_11429,MOBILE,Android 13,187.197.74.153,Leicester
DEV_11430,MOBILE,iOS 17.4,175.15.102.185,Cardiff
DEV_11431,MOBILE,Android 13,115.57.130.223,London
DEV_11432,LAPTOP,Windows 10,166.154.57.67,Coventry
DEV_11433,MOBILE,iOS 16.5,134.250.210.91,Sheffield
DEV_11434,LAPTOP,Windows 10,69.41.40.254,Edinburgh
DEV_11435,TABLET,Android 13 Tablet,190.220.38.135,Belfast
DEV_11436,MOBILE,Android 14,51.105.244.31,Nottingham
DEV_11437,MOBILE,iOS 17.4,164.238.105.131,Edinburgh
DEV_11438,LAPTOP,Windows 11,143.38.91.226,London
DEV_11439,LAPTOP,Windows 11,112.81.151.115,Glasgow
DEV_11440,LAPTOP,macOS Sonoma,136.132.230.244,Bristol
DEV_11441,MOBILE,Android 13,74.4.112.2,Manchester
DEV_11442,MOBILE,iOS 16.5,133.13.198.150,Manchester
DEV_11443,LAPTOP,Windows 11,128.10.176.159,Coventry
DEV_11444,MOBILE,Android 14,120.212.162.216,Edinburgh
DEV_11445,MOBILE,iOS 16.5,138.44.18.98,Glasgow
DEV_11446,TABLET,Android 13 Tablet,160.13.217.107,Liverpool
DEV_11447,TABLET,iPadOS 17,67.113.115.157,Glasgow
DEV_11448,MOBILE,Android 13,172.228.58.53,Leeds
DEV_11449,MOBILE,iOS 16.5,67.129.73.122,Coventry
DEV_11450,LAPTOP,macOS Ventura,56.170.209.252,Cardiff
DEV_11451,LAPTOP,Ubuntu 22.04,86.123.165.181,Coventry
DEV_11452,LAPTOP,Windows 10,49.98.200.249,Leicester
DEV_11453,TABLET,iPadOS 16,184.18.161.213,Edinburgh
DEV_11454,TABLET,iPadOS 17,62.175.36.168,London
DEV_11455,TABLET,iPadOS 17,100.83.230.235,Edinburgh
DEV_11456,TABLET,iPadOS 16,157.5.148.46,Sheffield
DEV_11457,TABLET,Android 13 Tablet,195.90.72.223,Liverpool
DEV_11458,MOBILE,iOS 16.5,114.142.136.75,Leicester
DEV_11459,MOBILE,iOS 17.4,79.82.138.144,Sheffield
DEV_11460,TABLET,Android 13 Tablet,31.172.154.116,Leicester
DEV_11461,MOBILE,iOS 17.4,186.131.198.63,Coventry
DEV_11462,LAPTOP,macOS Ventura,123.94.122.195,Coventry
DEV_11463,LAPTOP,Ubuntu 22.04,128.106.188.11,Liverpool
DEV_11464,MOBILE,Android 14,184.16.248.138,Manchester
DEV_11465,MOBILE,Android 14,181.230.176.41,Belfast
DEV_11466,TABLET,iPadOS 17,67.145.90.70,Liverpool
DEV_11467,TABLET,Android 13 Tablet,145.219.47.240,London
DEV_11468,MOBILE,iOS 17.4,192.186.80.125,Edinburgh
DEV_11469,MOBILE,iOS 16.5,141.67.69.9,Leicester
DEV_11470,LAPTOP,Ubuntu 22.04,74.47.39.226,Leeds
DEV_11471,MOBILE,iOS 16.5,187.201.70.126,Belfast
DEV_11472,LAPTOP,Windows 11,64.14.57.101,Edinburgh
DEV_11473,LAPTOP,Windows 11,77.202.123.186,Leicester
DEV_11474,TABLET,Android 13 Tablet,39.26.239.169,Bristol
DEV_11475,TABLET,iPadOS 16,115.83.107.239,Cardiff
DEV_11476,MOBILE,Android 13,138.103.211.59,Leicester
DEV_11477,TABLET,Android 13 Tablet,134.44.131.129,Newcastle
DEV_11478,MOBILE,Android 14,168.58.225.232,Manchester
DEV_11479,MOBILE,iOS 17.4,61.152.53.11,Newcastle
DEV_11480,MOBILE,iOS 17.4,156.109.100.212,Glasgow
DEV_11481,LAPTOP,Windows 10,133.217.123.172,Birmingham
DEV_11482,LAPTOP,Ubuntu 22.04,68.111.143.73,Cardiff
DEV_11483,LAPTOP,Windows 11,141.216.66.253,Manchester
DEV_11484,TABLET,iPadOS 17,158.250.122.38,Newcastle
DEV_11485,MOBILE,iOS 16.5,42.159.204.101,Sheffield
DEV_11486,MOBILE,Android 14,175.28.157.196,Glasgow
DEV_11487,LAPTOP,macOS Ventura,171.217.184.37,Newcastle
DEV_11488,TABLET,Android 13 Tablet,136.213.151.63,Edinburgh
DEV_11489,LAPTOP,Windows 11,189.238.166.117,Birmingham
DEV_11490,MOBILE,iOS 16.5,175.238.40.190,Belfast
DEV_11491,LAPTOP,Windows 11,42.223.46.157,Glasgow
DEV_11492,TABLET,Android 13 Tablet,180.184.28.121,Edinburgh
DEV_11493,TABLET,Android 13 Tablet,33.185.132.177,Belfast
DEV_11494,LAPTOP,macOS Sonoma,92.69.58.237,Cardiff
DEV_11495,MOBILE,Android 13,193.250.142.53,Nottingham
DEV_11496,TABLET,iPadOS 16,155.142.191.242,Manchester
DEV_11497,MOBILE,iOS 16.5,100.37.246.112,Birmingham
DEV_11498,TABLET,iPadOS 16,148.27.228.35,Belfast
DEV_11499,TABLET,Android 13 Tablet,92.9.82.231,Glasgow
DEV_11500,LAPTOP,macOS Ventura,169.87.181.54,Leicester
DEV_11501,MOBILE,iOS 16.5,163.55.62.189,Cardiff
DEV_11502,TABLET,iPadOS 17,68.253.74.246,Birmingham
DEV_11503,MOBILE,iOS 17.4,148.207.20.187,Belfast
DEV_11504,LAPTOP,Windows 10,97.85.40.9,Edinburgh
DEV_11505,LAPTOP,macOS Ventura,143.62.7.49,Birmingham
DEV_11506,MOBILE,Android 13,160.186.171.209,Sheffield
DEV_11507,MOBILE,Android 14,179.148.32.7,Manchester
DEV_11508,MOBILE,Android 13,184.185.39.139,London
DEV_11509,MOBILE,iOS 16.5,190.80.245.165,London
DEV_11510,LAPTOP,macOS Sonoma,116.15.251.213,Leeds
DEV_11511,MOBILE,iOS 16.5,161.74.144.98,Liverpool
DEV_11512,LAPTOP,macOS Sonoma,166.24.63.174,London
DEV_11513,LAPTOP,Windows 10,142.133.42.54,Bristol
DEV_11514,MOBILE,iOS 17.4,165.14.133.15,Leicester
DEV_11515,TABLET,iPadOS 16,86.95.11.212,Coventry
DEV_11516,LAPTOP,macOS Sonoma,86.13.213.146,Liverpool
DEV_11517,LAPTOP,macOS Sonoma,95.111.146.126,Edinburgh
DEV_11518,MOBILE,Android 14,166.24.201.206,Birmingham
DEV_11519,MOBILE,iOS 16.5,118.222.120.145,Sheffield
DEV_11520,LAPTOP,Windows 10,172.11.142.220,Bristol
DEV_11521,LAPTOP,macOS Ventura,129.225.163.152,Manchester
DEV_11522,TABLET,iPadOS 17,61.250.155.60,Coventry
DEV_11523,LAPTOP,Windows 11,146.102.102.237,Sheffield
DEV_11524,TABLET,iPadOS 16,163.180.200.225,Coventry
DEV_11525,MOBILE,iOS 16.5,55.157.151.245,Edinburgh
DEV_11526,MOBILE,Android 14,37.233.195.33,Nottingham
DEV_11527,LAPTOP,Windows 10,90.217.141.233,Leicester
DEV_11528,MOBILE,Android 14,88.46.114.39,Liverpool
DEV_11529,MOBILE,iOS 17.4,145.34.131.249,London
DEV_11530,TABLET,iPadOS 16,71.168.79.184,Manchester
DEV_11531,LAPTOP,macOS Sonoma,39.178.133.169,Glasgow
DEV_11532,LAPTOP,Windows 11,165.25.189.78,Leeds
DEV_11533,LAPTOP,macOS Ventura,65.128.105.8,London
DEV_11534,TABLET,Android 13 Tablet,194.56.5.38,Birmingham
DEV_11535,LAPTOP,Windows 11,109.152.180.86,Edinburgh
DEV_11536,TABLET,Android 13 Tablet,176.223.106.218,Edinburgh
DEV_11537,LAPTOP,Windows 11,159.133.208.210,Bristol
DEV_11538,LAPTOP,macOS Sonoma,117.34.73.10,Newcastle
DEV_11539,MOBILE,Android 13,130.158.43.58,Cardiff
DEV_11540,LAPTOP,Windows 10,52.38.54.68,Manchester
DEV_11541,MOBILE,Android 13,174.156.63.46,Leeds
DEV_11542,MOBILE,Android 13,119.195.64.168,Nottingham
DEV_11543,MOBILE,Android 14,40.252.46.165,Belfast
DEV_11544,LAPTOP,macOS Ventura,188.128.73.54,London
DEV_11545,LAPTOP,macOS Sonoma,146.109.58.83,Glasgow
DEV_11546,TABLET,iPadOS 17,164.99.2.210,Bristol
DEV_11547,TABLET,iPadOS 17,166.108.243.35,Edinburgh
DEV_11548,MOBILE,iOS 17.4,177.149.86.145,Nottingham
DEV_11549,LAPTOP,macOS Sonoma,43.29.33.243,Liverpool
DEV_11550,LAPTOP,macOS Ventura,64.3.191.55,Belfast
DEV_11551,TABLET,iPadOS 17,67.141.49.137,Cardiff
DEV_11552,LAPTOP,Ubuntu 22.04,122.162.124.85,Newcastle
DEV_11553,LAPTOP,Ubuntu 22.04,96.73.166.186,Edinburgh
DEV_11554,TABLET,Android 13 Tablet,91.177.191.114,Leeds
DEV_11555,TABLET,iPadOS 17,145.184.246.95,Nottingham
DEV_11556,LAPTOP,Windows 11,119.237.126.237,Birmingham
DEV_11557,LAPTOP,Ubuntu 22.04,128.73.136.234,Coventry
DEV_11558,MOBILE,iOS 16.5,107.62.12.56,Belfast
DEV_11559,TABLET,iPadOS 17,183.124.203.122,Birmingham
DEV_11560,MOBILE,Android 14,70.80.108.142,Belfast
DEV_11561,LAPTOP,Windows 11,117.136.197.3,Edinburgh
DEV_11562,LAPTOP,Ubuntu 22.04,142.38.21.70,Glasgow
DEV_11563,TABLET,iPadOS 16,39.243.114.72,Bristol
DEV_11564,LAPTOP,macOS Sonoma,66.226.126.39,London
DEV_11565,MOBILE,iOS 17.4,144.207.225.222,Birmingham
DEV_11566,MOBILE,iOS 16.5,159.23.81.40,Leicester
DEV_11567,MOBILE,iOS 16.5,125.162.199.158,Newcastle
DEV_11568,LAPTOP,macOS Ventura,73.56.31.167,Leicester
DEV_11569,MOBILE,Android 13,162.97.13.96,Glasgow
DEV_11570,MOBILE,Android 14,61.116.177.72,Nottingham
DEV_11571,MOBILE,iOS 16.5,47.82.78.141,Nottingham
DEV_11572,LAPTOP,macOS Ventura,42.184.38.81,Sheffield
DEV_11573,LAPTOP,macOS Ventura,60.187.250.172,Nottingham
DEV_11574,MOBILE,iOS 16.5,153.94.50.35,Belfast
DEV_11575,TABLET,Android 13 Tablet,142.144.199.120,Glasgow
DEV_11576,LAPTOP,macOS Ventura,108.50.141.17,Glasgow
DEV_11577,TABLET,Android 13 Tablet,126.40.209.60,Nottingham
DEV_11578,MOBILE,Android 14,122.68.35.26,Birmingham
DEV_11579,TABLET,iPadOS 17,125.193.38.171,Glasgow
DEV_11580,MOBILE,Android 14,175.56.49.231,Newcastle
DEV_11581,LAPTOP,Ubuntu 22.04,100.113.5.130,Belfast
DEV_11582,TABLET,Android 13 Tablet,41.194.203.106,Leeds
DEV_11583,TABLET,iPadOS 16,183.183.219.227,Nottingham
DEV_11584,LAPTOP,macOS Ventura,64.17.206.39,Liverpool
DEV_11585,LAPTOP,Ubuntu 22.04,98.226.251.225,Glasgow
DEV_11586,TABLET,Android 13 Tablet,98.197.253.208,Glasgow
DEV_11587,LAPTOP,Ubuntu 22.04,164.41.161.198,Leeds
DEV_11588,TABLET,iPadOS 17,35.58.230.89,Bristol
DEV_11589,MOBILE,Android 14,109.82.6.228,Leicester
DEV_11590,LAPTOP,macOS Ventura,129.60.254.200,Belfast
DEV_11591,TABLET,Android 13 Tablet,71.205.53.154,Nottingham
DEV_11592,MOBILE,iOS 16.5,140.27.98.8,Belfast
DEV_11593,TABLET,iPadOS 17,164.72.218.148,Belfast
DEV_11594,TABLET,Android 13 Tablet,112.29.240.188,Belfast
DEV_11595,LAPTOP,Windows 10,87.214.12.5,Nottingham
DEV_11596,LAPTOP,macOS Sonoma,166.240.118.193,Birmingham
DEV_11597,LAPTOP,Ubuntu 22.04,82.162.137.92,Manchester
DEV_11598,MOBILE,iOS 17.4,111.28.49.68,Glasgow
DEV_11599,LAPTOP,macOS Ventura,92.234.162.248,London
DEV_11600,TABLET,Android 13 Tablet,78.243.68.213,London
DEV_11601,MOBILE,Android 14,139.160.38.101,Leicester
DEV_11602,LAPTOP,macOS Sonoma,154.9.133.43,Manchester
DEV_11603,LAPTOP,Windows 10,47.86.191.230,Bristol
DEV_11604,LAPTOP,Windows 10,126.234.10.211,Leicester
DEV_11605,MOBILE,iOS 17.4,74.103.46.178,Edinburgh
DEV_11606,LAPTOP,macOS Sonoma,92.149.78.182,Coventry
DEV_11607,TABLET,iPadOS 17,120.214.162.150,Belfast
DEV_11608,LAPTOP,Ubuntu 22.04,70.184.248.236,Leicester
DEV_11609,MOBILE,Android 13,173.32.97.107,Leeds
DEV_11610,LAPTOP,macOS Ventura,77.153.116.185,Leicester
DEV_11611,LAPTOP,Windows 10,169.101.205.34,Sheffield
DEV_11612,LAPTOP,Windows 11,162.75.16.200,Coventry
DEV_11613,LAPTOP,Ubuntu 22.04,168.180.227.142,Manchester
DEV_11614,TABLET,Android 13 Tablet,83.60.157.215,Glasgow
DEV_11615,MOBILE,Android 13,190.227.211.183,Liverpool
DEV_11616,MOBILE,Android 14,91.220.137.237,Coventry
DEV_11617,TABLET,Android 13 Tablet,100.229.206.53,Bristol
DEV_11618,TABLET,Android 13 Tablet,140.105.21.23,Sheffield
DEV_11619,MOBILE,Android 13,194.117.120.4,Leicester
DEV_11620,MOBILE,iOS 16.5,157.125.78.244,Cardiff
DEV_11621,LAPTOP,Ubuntu 22.04,119.122.165.152,Leeds
DEV_11622,MOBILE,Android 13,68.154.234.154,Bristol
DEV_11623,LAPTOP,Windows 10,153.65.93.157,Leicester
DEV_11624,MOBILE,iOS 17.4,162.65.150.227,Coventry
DEV_11625,LAPTOP,Ubuntu 22.04,166.79.115.152,Belfast
DEV_11626,MOBILE,iOS 16.5,103.167.115.249,Coventry
DEV_11627,LAPTOP,Windows 10,122.164.206.216,Belfast
DEV_11628,MOBILE,Android 13,144.237.217.213,Newcastle
DEV_11629,MOBILE,iOS 17.4,161.95.32.42,Sheffield
DEV_11630,LAPTOP,macOS Sonoma,141.41.209.196,Coventry
DEV_11631,TABLET,Android 13 Tablet,126.33.101.43,Belfast
DEV_11632,TABLET,iPadOS 17,78.253.155.70,Sheffield
DEV_11633,LAPTOP,Windows 10,175.26.126.195,Belfast
DEV_11634,MOBILE,Android 13,75.149.82.44,Manchester
